label,text,fullname,replies,retweet,likes
INFO,"একজন ক্যান্সার রোগীর জন্য জরুরীভিত্তিতে ১ ব্যাগ [O+ve] ও পজিটিভ রক্ত দরকার। দিতে না পারলেও কপি পেষ্ট বা শেয়ার করুন যেন অন্য কেউ এগিয়ে আসতে পারে
স্থান: কেয়ার হসপিটাল, মোহাম্মদপুর
যোগাযোগ : 01742842784 

“জীবনের জন্য রক্ত” BLOOD FOR LIFE",,2,,
QUERY,"সাবধান‍! শরীরে এই লক্ষণগুলো নেই তো? তবে কিন্তু আপনার শরীরে ব্লাড ক্যান্সার বাসা বেঁধেছে

 ",,2,,
REAL,গ্যাস্ট্রিকের চিকিৎসায় একসময় বহুল সেবনকৃত রেনিটিডিন ট্যাবলেটে ক্যান্সার সৃষ্টিকারী উপাদানের উপস্থিতি,,2,,
REAL,আমরা জানি তরকারিতে মসল্লা কম খেতে হয়। বিশেষ করে হাসপাতালে রোগিদের জন্যও তাই করা হয়। কম মসল্লা দিয়ে রান্না তরকারি খেতে দেওয়া হয়। কিন্তু এবার গবেষকরা বলেছেন মসল্লা ক্যান্সার প্রতিরোধ করে। বিস্তারিত পড়ুন -  ,,2,,
FAKE,"হালে বলা হচ্ছে সাদা চিনি ক্ষতিকর, কারণ সাদা চিনিতে আছে কেমিক্যালস ...,যা কিনা ক্যান্সার সৃষ্টির জন্য সহায়ক!
তাই অনেক বেশি দাম দিয়ে এই প্যাকেটকৃত লাল চিনি কেনা; ভালো হবে মান এআশায়
বাট প্যাকেট খুলে চমকে উঠতে হলো,চিনিতে আশ্চর্য রকম বড় বড় ময়লা মিশ্রিত!ময়লাতে একেবারে সয়লাব ",,2,,
FAKE,জেনেটিকালি মডিফায়েড বা জিএম শস্য ল্যাবরেটরি থেকে খোলাখুলি বাজারে ছেড়ে দিলে প্রকৃতিতে তার কি প্রভাব পড়বে সেটা খতিয়ে দেখার মতন পরিকাঠামো এখনো আমাদের দেশে নেই। জিএম শস্য থেকে ক্যান্সার পর্যন্ত হতে পারে। জিএম শস্যের বিষ পরাগ মিলনের মাধ্যমে অনান্য শস্যেও ছড়িয়ে পড়তে পারে।,,2,,
INFO,"ক্যান্সার রোগী একজন মায়ের জন্য জরুরী ভিত্তিতে যতো দ্রুত সম্ভব ১ ব্যাগ দুর্লভ [O-ve] ও নেগেটিভ রক্ত দরকার। দিতে না পারলেও কপি পেষ্ট বা শেয়ার করুন যেন অন্য কেউ এগিয়ে আসতে পারে।
স্থান: ডক্টর’স ক্লিনিক, মিটফোর্ড
যোগাযোগ : 01879901708

“জীবনের জন্য রক্ত” BLOOD FOR LIFE",,2,,
REAL,নাটোরে ক্যান্সার প্রতিরোধী টক আতা চাষে সফলতা  ,,2,,
REAL,"কুসুমে কোলেস্টেরল বেশি সেটা জানি। যেটা LDL(Low Density Lipoprotein) বাড়ায়(LDL কিনা sure না)। সেটা ছাড়া সাদা অংশটা খাওয়া যায় যেটা প্রোটিন সমৃদ্ধ।

তবে সিগারেট আর ডিমের ব্যাপারটা পুরো টাই আলাদা। সিগারেট ফুসফুস, গলা, জিহবা, মাড়ি, দাঁত অনেক কিছুতেই ক্যান্সার সৃষ্টি করতে পারে।",,2,,
IRRELEVANT,"প্রজন্মের আলোর দিশারী Md Shohidul Islam ভাই।

ফরিদপুরের নগরকান্দার ক্যান্সার আক্রান্ত মাহমুদুল হাসানকে রক্ত দিলেন বিএনপি সহ-সাংগঠনিক সম্পাদক প্রিয়নেতা শহীদুল ইসলাম বাবুল ভাই ।
 
জননেতা এমনই হয়, প্রজন্ম আশাবাদী  ",,2,,
REAL,"Cancer cases rise by over 300% in 1 year | India News - Times of India. 

পশ্চিমবঙ্গে ক্যান্সার আক্রান্ত রোগীর সংখ্যা  300%'র বেশী বেড়েছে! ক্যান্সার রোগীর সংখ্যায় এই রাজ্য, ভারতবর্ষে পঞ্চম!!!",,2,,
REAL,মুখের ক্যান্সার ও আধুনিক চিকিৎসা | Oral Cancer |...  ,,2,,
REAL,"(Exclusive) রেনিটিডিন ওষুধ বাংলাদেশে নিষিদ্ধ I ক্যান্সার সৃষ্টি করে? I   via @YouTube

আমরা আপাতত  রেনিটিডিন গ্রুপের কোনো অষুধ খাবোনা",,2,,
INFO,ক্যান্সার হাসপাতাল মেরামতের জন্য ২৫ কোটি টাকা দিলেন সালাহ  ,,2,,
INFO,"মৌলভী সামছুল করিম কলেজের প্রাক্তন ছাত্র পরিষদের সদস্য, ২০১৮ ব্যাচের প্রাক্তন ছাত্রী বিবি মরিয়ম তাবাসসুম এর ক্যান্সার আক্রান্ত বাবার জন্য খুব জরুরি (B-) বি নেগেটিভ রক্ত লাগবে।
পরিমান- ১ ব্যাগ
তারিখ- ০৩/১১/১৯ সকাল...  ",,2,,
INFO,"সাদেক হোসেন খোকা অসুস্থ

ঢাকা সিটি করপোরেশনের সাবেক মেয়র ও বিএনপির ভাইস চেয়ারম্যান সাদেক হোসেন খোকা গুরুত্বর অসুস্থ। মার্কিন যুক্তরাষ্ট্রের নিউইয়র্কের মেমোরিয়াল স্লোয়েন ক্যাটারিং ক্যান্সার ইনস্টিটিউটে কিডনি ক্যান্সারে আক্রান্ত হয়ে দীর্ঘদিন ধরে চিকিৎসাধীন আছেন তিনি। ",,2,,
INFO,"গফরগাঁও উপজেলা সমাজসেবা অধিদপ্তরের আওতাধীন ক্যান্সার আক্রান্ত রোগীদের মাঝে এককালীন আর্থিক চেক বিতরণ তারুণ্যের প্রতীক মাননীয় জাতীয় সংসদ সদস্য ফাহমী গোলন্দাজ বাবেল মহোদয়। 
জয় বাংলা জয় বঙ্গবন্ধু। 
জয় হউক Fahmi Gulandaz Babel মহোদয়ের।",,2,,
SATIRE,ভারত হলো দক্ষিন এশিয়ার ক্যান্সার,,2,,
REAL,Young Nite - ক্যান্সার এবং খাদ্যাভ্যাস  ,,2,,
INFO,"“নিজে কতটুকু তামাক খান” তামাকের বিজ্ঞাপন নিয়ে অজয় দেবগনকে প্রশ্ন ক্যান্সার রোগীর
 ",,2,,
INFO,দেশের বিভাগীয় শহরগুলোতে ক্যান্সার চিকিৎসাকেন্দ্র স্থাপন করা হবে   #Cancer,,2,,
INFO,"ক্যান্সার, কিডনী, লিভার সিরোসিস, স্ট্রোকে প্যারালাইজড ও জন্মগত হৃদরোগীর আর্থিক সহায়তা কর্মসূচি ২০১৩-১৪ অর্থ বছর হতে চালু হয়েছে। ক্যান্সার, কিডনী, লিভার সিরোসিস, স্ট্রোকে প্যারালাইজড ও জন্মগত হৃদরোগে আক্তান্ত গরীব রোগীদের সনাক্ত করে সমাজসেবা...  ",,2,,
SATIRE,"সিপিএম কোন রাজনৈতিক দল নয়, এরা কখনো কোন দেশের হতে পারে না।
বাম হল মারণাস্ত্র ক্যান্সার। তাই জেনেবুঝে ঘরে ক্যান্সার ডেকে আনবেন না।",,2,,
INFO,কলকাতায় ১০০০ কোটি টাকা ব্যায়ে মোদী সরকারের তৈরি ক্যান্সার হাসপাতাল উদ্বোধনের অপেক্ষায় - Aaj Bangla |  ,,2,,
IRRELEVANT,বাংলাদেশি ক্যান্সার রোগীর টাকা ছিনতাই করল কলকাতা পুলিশ!  ,,2,,
IRRELEVANT,"বাংলা ও বাঙালীর সমৃদ্ধ ঐতিহ্যকে বিনাশ করেছে এইসব সামাজিক ক‍্যান্সার বামপন্থীরা।
#Jadavpur #JadavpurUniversity",,2,,
QUERY,ক্যান্সার কি আসলেই ভালো হয় !!,,2,,
INFO,"ক্যান্সার পেশেন্ট একজন আপুর জন্য  জরুরিভিত্তিতে যত দ্রুত সম্ভব ১ ব্যাগ [O+ve] ও পজিটিভ রক্ত দরকার। দিতে না পারলেও কপি পেষ্ট বা শেয়ার করুন যেন অন্য কেউ এগিয়ে আসতে পারে।
স্থান: ঢাকা মেডিকেল
যোগাযোগ : 01716146724
#জীবনেরজন্যরক্ত",,2,,
INFO,জাপান-বাংলাদেশের উদ্যোগে ঢাকায় হচ্ছে প্রোটনথেরাপির ক্যান্সার হাসপাতাল  ,,2,,
REAL,শুধু সিগারেট খেলেই যে ক্যান্সার হয় এইটা ঠিক না এখন গ্যাস্টিকের  সমস্যা হলে যে #রেনিটিডিন খান তাতেও হতে পারে তাই নিজে সচেতন হোন : অন্যকে সচেতন করুন এবুং #রেনিটিডিনকে বয়কট করুন,,2,,
SATIRE,2 আঙ্গুলের ফাঁকে ক্যান্সার  স্ট্রীক টাই আজ শেষ সম্বল...!!,,2,,
SATIRE,"ক্যান্সার পেশেন্ট একজন মাকে বাঁচাতে জরুরিভিত্তিতে যত দ্রুত সম্ভব ১ ব্যাগ [A+ve] এ পজিটিভ রক্ত দরকার। দিতে না পারলেও কপি পেষ্ট বা শেয়ার করুন যেন অন্য কেউ এগিয়ে আসতে পারে।
স্থান: মনোয়ারা হাসপাতাল, সিদ্ধেশরী
যোগাযোগ : 01997961065
#জীবনেরজন্যরক্ত",,2,,
REAL,ক্যান্সার ও হার্ট  অ্যাটাকের ঝুঁকি কমায় কাঁঠাল!  কাঁঠাল আমাদের জাতীয় ফল হলেও অনেকে মনে করেম কাঠাল একটি গরম জাতের ফল।  ,,2,,
INFO,"একজন ক্যান্সার রোগীর জন্য জরুরীভিত্তিতে ২ ব্যাগ [AB+ve] এবি পজিটিভ রক্ত দরকার। দিতে না পারলেও কপি পেষ্ট বা শেয়ার করুন যেন অন্য কেউ এগিয়ে আসতে পারে।
স্থান: ঢাকা মেডিকেল কলেজ হাসপাতাল
যোগাযোগ : 01728814518

“জীবনের জন্য রক্ত” BLOOD FOR LIFE",,2,,
IRRELEVANT,"@jeet30 দা বাংলা সিনেমার ক্যান্সার ধরতে আতশকাচের প্রয়জন পড়েনা  এমনিতেই চোখের সামনে ভেসে ওঠে.... মানছি উনি একজন দর্শক হিসাবে রিপ্লে করেছে, কিন্তু এটা মনে রাখা উচিত যে উনি একজন সাংবাদিক বটে ! @a_pratyush  এই  রিপ্লে #Panther কে প্রায়  নিন্দা করার মত ...",,2,,
INFO, বাংলাদেশের-যৌথ-উদ্যোগে-হচ্ছে-সর্বাধুনিক-প্রযুক্তির-ক্যান্সার-হাসপাতাল,,2,,
INFO,২০ লাখ টাকা হলেই বাঁচবে ক্যান্সার আক্রান্ত শিশুটি | কালের কণ্ঠ  ,,2,,
INFO,"চট্টগ্রামে একটি ক্যান্সার পেশেন্ট শিশুর জন্য জরুরীভিত্তিতে ১ ব্যাগ [B+ve] বি পজিটিভ রক্ত দরকার। দিতে না পারলেও কপি পেষ্ট বা শেয়ার করুন যেন অন্য কেউ এগিয়ে আসতে পারে
স্থান: চিটাগাং মেডিকেল কলেজ
যোগাযোগ : 01833905026

“জীবনের জন্য রক্ত” BLOOD FOR LIFE",,2,,
INFO,"ব্লাড ক্যান্সার আক্রান্ত একজন মায়ের জন্য জরুরী ভিত্তিতে যতো দ্রুত সম্ভব ১ ব্যাগ [A+ve] এ পজিটিভ রক্ত দরকার। দিতে না পারলেও কপি পেষ্ট বা শেয়ার করুন যেন অন্য কেউ এগিয়ে আসতে পারে।
স্থান: শমরিতা হসপিটাল, গ্রিন রোড
যোগাযোগ: 01771148761
#জীবনেরজন্যরক্ত",,2,,
INFO,ঢাকার বই মেলায় ক্যান্সার সচেতনতা ক্যাম্পেইন  ,,2,,
IRRELEVANT,"আওয়ামী লীগ দেশের জন্য ক্যান্সার হয়ে গেছে,ভোট দিলেও ধর্ষণ, ভোট না দিলেও ধর্ষণ,,",,2,,
INFO,একজন মুমূর্ষ ব্লাড ক্যান্সার রোগী বাবাকে বাঁচাতে ২০ থেকে ২৫ ব্যাগ [A+ve] এ পজিটিভ রক্ত দরকার। দিতে না পারলেও কপি পেষ্ট বা শেয়ার করুন যেন অন্য কেউ এগিয়ে আসতে পারে। দিনাজপুর থেকে এসেছেন দালালের ট্র্যাপে না পরে...  ,,2,,
REAL,ক্যান্সার শনাক্ত হবে নিঃশ্বাসে  ,,2,,
FAKE,যে ৩ কাজ করলেই ক্যান্সার উধাও!  ,,2,,
FAKE,মোবাইল ফোনেও ক্যান্সার নির্ণয় করা যাবে  ,,2,,
FAKE,"সাবধান! কাগজে মোড়ানো খাবার খেলে হতে পারে ক্যান্সার!
#HealthTips #foodsafety #Cancer
 ",,2,,
REAL,ক্যান্সার একটি মরণব্যাধি রোগ বিশ্বে প্রতিবছর কোটি কোটি মানুষ মারা যায় ক্যান্সারে আক্রান্ত হয়ে এই পর্যন্ত বিজ্ঞানীরা যত গুলো ক্যান্সারের প্রতিষেধক ওষুধ আবিষ্কার করেছে তার মধ্য অন্যতম ভ্যাকসিন হল এটি যা কিউবার বিজ্ঞানীরা আবিষ্কার করেছে যা মানবদেহে প্রয়োগ করে ও সফলতা পেয়েছে,,2,,
IRRELEVANT,"ডাঃ হাই চোর - ডাকাত - বাটফার হাইজাকার   - দলের - সিন্ডিকেটের  সর্দার মিফতা মুইবুর  সুইটের মত  ওদের রয়েছে বিশাল ওরা নাম্বার ওযান বদমাশ।জাদুকর দূর্দ্র্শ জাদুকর ডাকাত বাহিনীতারা খুন রাহাজানী  ডাকাতি  চালায়  ।        
তারা জাদু দিয়ে প্যারালাইচেচছ, ক্যান্সার হার্টের ইত্যাদি রোগ ",,2,,
REAL,বিশ্বে প্রতিদিনই ক্যান্সার আক্রান্তের সংখ্যা বেড়েই চলেছে। আধুনিক জীবনযাত্রার নানা ক্ষতিকর অভ্যাস আর অনিয়ন্ত্রিত খাদ্যাভ্যাস এই রোগের জন্য অনেকটাই দায়ী। তাই জীবনযাপনে নিয়ন্ত্রণ আনার পাশাপাশি খাবারের তালিকায়ও যোগ করতে হবে কিছু খাবার.,,2,,
INFO,"একজন মুমূর্ষু ক্যান্সার রোগীর জন্য জরুরী ভিত্তিতে যতো দ্রুত সম্ভব ১ ব্যাগ [O+ve]  ও পজিটিভ রক্ত দরকার। দিতে না পারলেও কপি পেষ্ট বা শেয়ার করুন যেন অন্য কেউ এগিয়ে আসতে পারে।
স্থান: ক্যান্সার হাসপাতাল, মহাখালী 
যোগাযোগ : 01861735920
#জীবনেরজন্যরক্ত",,2,,
AD,"""ডক্টরস প্রেসক্রিপশন
আজকের বিষয়: ফুসফুসের ক্যান্সার কারন লক্ষন
নিয়ে কথা বললেন ডাঃ.মুহামমাদ মোফাজজেল হোসেন 
দেখুন আমাদের ইউটিউব চ্যানেল এ :  
চ্যানেলটিতে সাবস্ক্রাইব করে আপডেট থাকুন :   ""  ",,2,,
INFO,বইমেলা প্রাঙ্গণে ক্যান্সার সচেতনতা কার্যক্রম  ,,2,,
FAKE,এক গবেষণায় দেখা গিয়েছে যে যারা ফুলের এতো কাছে গিয়ে ফুলের গন্ধ নেয় তাদের ক্যান্সার হয়,,2,,
QUERY,লিভার ক্যান্সার কেন হয়?  ,,2,,
INFO,"চট্টগ্রামে রক্তের জন্য অপারেশন আটকে আছে, ক্যান্সার আক্রান্ত এক বোনের অপারেশনর জন্য জরুরীভিত্তিতে দুর্লভ [A-ve] এ নেগেটিভ রক্ত দরকার। দিতে না পারলেও কপি পেষ্ট বা শেয়ার করুন যেন অন্য কেউ এগিয়ে আসতে পারে
স্থান:...  ",,2,,
IRRELEVANT,"আজ কাঁথি সাংগঠনিক জেলার যুব মোর্চার সম্পাদক সম্ভু চক্রবর্তী ইর শরীরে ক্যান্সার এর মতো এত বড় অসুখ এর সাথে লড়ছে আর আমার সাথে কথা বলছে হেসে হেসে নিজের যন্ত্রনা কে চেপে রেখে, তাই আমি দেখা করে নিজে কে গর্বিত অনুভব করেছি। ",,2,,
REAL,"#ক্যান্সার হলে বাঁচার সম্ভবনা শেষ হয়ে যায় এটা একেবারেই #ভুল_ধারণা। প্রাথমিক পর্যায়ে ক্যান্সার ধরা পড়লে সঠিক চিকিৎসার মাধ্যমে নিরাময় সম্ভব।
 ",,2,,
REAL,ফুসফুস ক্যান্সারের উপসর্গ নির্ভর করে মুলতঃক্যান্সারের আকার ও অবস্থানের উপর।রোগের প্রাথমিক অবস্থায় কোন উপসর্গ নাও থাকতে পারে এবং সেক্ষেত্রে বুকের এক্সরে পরীক্ষায়ই এ রোগ ধরা পড়ে।প্রায় দুই তৃতীয়াংশ রোগীর ক্যান্সার ফুস্ফুসেই সীমাবদ্ধ থাকে এবং অস্ত্রপ্রচারের সাহায্য চিকিৎসা সম্ভব,,2,,
IRRELEVANT,"#Cancer #Kolkata #Hospital #EiSamay
একঢাল চুল অকাতরে দান ক্যান্সার-রোগীদের
 ",,2,,
FAKE,চাষ করা মাছ খেলে হবে ক্যান্সার | কালের কণ্ঠ  ,,2,,
INFO,"""ঢাকার মহাখালীতে"" একজন বাবার জন্য #দুর্লভ [A-ve] ইমার্জেন্সি রক্তের প্রয়োজন।
ক্যান্সার রোগীর জন্য আজ (21-07-2019)  সকাল ১০ টার মধ্যে ১ ব্যাগ ""এ নেগেটিভ"" ইমার্জেন্সি রক্তের প্রয়োজন।
[আউটডোর আছে]
আয়েশা মেমোরিয়াল হাসপাতাল
মোবাঃ+8801677465010
(রোগীর আত্মীয়)
#call4blood",,2,,
REAL,দক্ষিণ পূর্ব এশিয়া অঞ্চলে ‘প্রটোন’ থেরাপি প্রচলনের মাধ্যমে নিজেদেরকে ‘ক্যান্সার চিকিৎসায় প্রযুক্তি ব্যবহারে নিজেদের ‘পথিকৃৎ’ হিসেবে দাবি করছে অ্যাপোলো হাসপাতাল কর্তৃপক্ষ।  ,,2,,
INFO,একজন মানুষের রক্ত না দিতে পেরে ঢাকা উত্তরা ছিল একটি বাচ্চা নয় বছরের ক্যান্সার আক্রান্ত ছিল অনেক রক্ত প্রয়োজন ছিল আমরা সর্বোচ্চ চেষ্টা করে সাতদিন 6 দিন পর্যন্ত দিতে পেরেছি এর পরেও রক্তগুলো যোগান দিতে পারেন এই বাচ্চাটা মারা গিয়েছিল এই দুঃখ দেখানোর ভালো অবকাশ নেই,,2,,
SATIRE,"তা কাকা গুজরাটে তো মহান সব চিকিৎসা ব্যবস্থার আবিষ্কার হয়েছে গো মূত্র, গোবর দিয়ে। ওইসব চাখলেই তো এই বিদেশী খ্রিস্টান ষড়যন্ত্রের খপ্পরে পড়তে হতো না। ওই যে কোন সাধ্বী তো ক্যান্সার সারিয়ে ফেললো এই পদ্ধতিতে অার তুমি বাবলা বামপন্থীদের চড় খাওয়া চোট ঠিক করাতে পারলে না?  ",,2,,
INFO,"ব্লাড ক্যান্সার ১৪ বছরের একটা বাচ্চা ছেলের জন্য জরুরীভিত্তিতে যতো দ্রুত সম্ভব ২ ব্যাগ [B+ve] বি পজেটিভ রক্ত দরকার। দিতে না পারলেও কপি পেষ্ট বা শেয়ার করুন যেন অন্য কেউ এগিয়ে আসতে পারে।
স্থান: মহাখালী জাতীয়...  ",,2,,
SATIRE,"“ভালবাসা হল ক্যান্সারের চেয়েও মারাত্মক অসুখ। ক্যান্সার হয়,লোক মারা যায়। ভালবাসা না মেরে সারা জীবন খুঁচিয়ে খুঁচিয়ে রক্ত বার করে যায়।” ",,2,,
IRRELEVANT,"ক্যান্সার এমন একটা জিনিস যেটার চিকিৎসা নিতে একসময়ে রোগীকেও হার মানায়।
১২তে বাবা অবসরপ্রাপ্ত হওয়ার পর আস্তে আস্তে অসুস্থ হয়ে পরে_
১৫সালে ধরা পরলো বাবার ক্যান্সার।সেটা শুরুতে বাবা না জানলেও পরবর্তীতে জানতে পারে__ তারপরও চিকিৎসা চালিয়ে গিয়েছি_
জানি এই দৌড়ে বেশি দূর যাওয়া",,2,,
QUERY,ক্যান্সার হয়েছে উনার????,,2,,
INFO,"স্বাস্থ্য ও পরিবার কল্যাণ মন্ত্রী জাহিদ মালেক বলেছেন, নির্বাচনী প্রতিশ্রুতি অনুযায়ী আগামী ৫ বছরের মধ্যে দেশের সব বিভাগে একটি করে ১শ’ শয্যার ক্যান্সার হাসপাতাল নির্মাণ করা হবে।  ",,2,,
REAL,যেসব খাবার ক্যান্সার থেকে রাখবে দূরে  ,,2,,
INFO,"কুমিল্লায় ব্লাড ক্যান্সার পেশেন্ট একজন ভাইয়ের জন্য জরুরীভিত্তিতে যতো দ্রুত সম্ভব [26.06.19] এর মধ্যে ১ ব্যাগ [O+ve] ও পজেটিভ রক্ত দরকার। দিতে না পারলেও কপি পেষ্ট বা শেয়ার করুন যেন অন্য কেউ এগিয়ে আসতে পারে
স্থান:...  ",,1,,
IRRELEVANT,বান্ধobir মস্তিষ্কে ক্যান্সার ft. বই মেলা ২০১৯ | Raba Khan | Solaiman Shukhon | Ayman Sadiq  ,,1,,
INFO,"ক্যান্সার আক্রান্ত শিশু সন্তানকে বাঁচাতে এক পিতার আকুতি
#channeli #Channelionline #channelitv #channelinews
 ",,1,,
IRRELEVANT,"একটু পৈশাচিক মজা পেয়েছি সত্য। 
মেয়েরা প্রথমে ভালো জায়গা খুচিয়ে ঘা সৃষ্টি করে, ক্ষত জায়গায় একসময় ক্যান্সার হলে অঙ্গটুকু কেটে ফেলতে হয়। 
সবশেষে অভাববোধ করেন। 
হয়তো এরকমই হয়। সবার ক্ষেত্রে না- মেনে নিচ্ছি। 
সমবেদনা জানানো আমি পারিনা, এজন্য ক্ষমাসুন্দর দৃষ্টিতে দেখবেন।",,1,,
REAL,BBC News বাংলা - ক্যান্সার ঝুঁকির কারণে গ্যাস্ট্রিকের জনপ্রিয় ঔষধ রেনিটিডিন নিষিদ্ধ করেছে বাংলাদেশ-সহ কয়েকটি দেশ  ,,1,,
INFO,"একজন ক্যান্সার রোগী মায়ের জন্য জরুরীভিত্তিতে ১ ব্যাগ [A+ve] এ পজিটিভ রক্ত দরকার। দিতে না পারলেও কপি পেষ্ট বা শেয়ার করুন যেন অন্য কেউ এগিয়ে আসতে পারে।
স্থান: আহসানিয়া মিশন ক্যান্সার হাসপাতাল,উত্তরা
যোগাযোগ : 01719-750618, 01717818959

“জীবনের জন্য রক্ত” BLOOD FOR LIFE",,1,,
REAL,রেনিটিডিন ক্যান্সার  সৃষ্টি করে।,,,,
INFO,চিত্তরঞ্জন ক্যান্সার হাসপাতাল @BJP4Bengal @bjmtu @DilipGhoshBJP @BjpBaban @KishorBarmanBJP @MenonArvindBJP @shivprakashbjp @arjunrammeghwal @RahulSinhaBJP @SuPriyoBabul @MukulR_Official,,1,,
FAKE,এখন ভিতরের খবর জানতে পারলাম অমিপ্রাজল জাতীয় ঔষধ আরো বেশি ক্যান্সার সৃষ্টি করে।  রেনিটিডিন প্রস্তত কারকের এটা ব্যবসায়িক কৌশল। আমি সেই বিতর্কে না যেয়ে জানতে চাই - ,,1,,
IRRELEVANT,বাংলাদেশের শেয়ার বাজার লুটেরার কণ্যা নিজেকে বাংলাদেশী স্বীকার করে‌ না এবং না করাই দেশের জন্য মঙ্গল। এরা দেশ জাতির জন্য ক্যান্সার।,,1,,
REAL,অবসাদ ও ক্যান্সার প্রতিরোধের উপায়..  ,,1,,
INFO,"দিনমজুর বাবার একমাত্র ক্যান্সার আক্রান্ত মেয়ে বাঁচতে চাই, যেতে চাই স্কুলে  ",,1,,
REAL,"স্তন ক্যান্সার শনাক্তের অন্যতম এক্স-রে ম্যামোগ্রাফি 
 ",,1,,
FAKE,"মাত্র এই ৩টি কাজ করলেই ক্যান্সার থেকে মুক্তি, ইনশাআল্লাহ  ",,1,,
INFO,ক্যান্সার আক্রান্ত পবিত্র কুরআন হাফেজ আবু সুফিয়ান বাচঁতে চায়  ,,1,,
REAL,জরায়ু মুখের ক্যান্সার |,,1,,
IRRELEVANT,ক্যান্সার চিকিৎসায় এগিয়ে খাজা ইউনুস আলী হাসপাতাল  ,,1,,
REAL,ক্যান্সার থেকে দূরে রাখবে যেসব খাবার  ,,1,,
REAL,"collected
(প্রশ্ন ও জবাব : এই যে আপনার ক্যান্সার, লিভার নষ্ট, কিডনি কাজ করছে না, এটা কার অবদান? প্রধানত খাদ্যসন্ত্রাসের অবদান।
তথ্য: প্রতি বছর দেড় লক্ষাধিক মানুষ হচ্ছে ক্যান্সার আক্রান্ত। আরো ক্যান্সার বাড়াচ্ছে...  ",,1,,
REAL,"প্লাস্টিকের কাপে চা-কফির নামে কি খাচ্ছি আমরা? দেখুন -
ক্যান্সার ও মৃত্যুঝুঁকি এড়াতে আজই পরিহার করুন প্লাটিকের পাত্র।  ",,1,,
INFO,"রাজ্যের স্বাস্থ্য ক্ষেত্রে উন্নয়নের জন্য মোদী সরকারের উদ্যোগ।
পশ্চিমবঙ্গের ক্যান্সার চিকিৎসা কেন্দ্রের উন্নয়নের জন্য মোট ৫৩.৩৯ কোটি টাকা বরাদ্দ করলো কেন্দ্রীয় সরকার। ",,1,,
REAL,লিম্ফোমা রক্তের বিশেষ ক্যান্সার  ,,1,,
INFO,ঝিনাইদহে জরায়ুমুখ ও স্তন ক্যান্সার প্রতিরোধ বিষয়ক কর্মশালা অনুষ্ঠিত - BD Crime News 24  ,,1,,
REAL,স্তন ক্যান্সার রোগ নির্নয়ের পদ্ধতি (Tru cut) দেখাচ্ছেন প্রফে. ডাঃ অনিতা গাডগিল।,,1,,
REAL,"ব্লাড প্রেসার, ক্যান্সার নিয়ন্ত্রণে গুণী বেগুন!  ব্লাড-প্রেসার-ক্যান্সার/",,1,,
IRRELEVANT,গুইমারায় ‘শীলং তীর’ জুয়া ক্যান্সার ব্যধির মত গ্রামে গ্রামে ছড়িয়ে পড়েছে  ,,1,,
UNSURE,স্তন ক্যান্সার পরীক্ষায় অন্ধ নারী  ,,1,,
REAL,ক্যান্সার প্রতিরোধে পুদিনা পাতা!  ,,1,,
REAL,ভয় ও দ্বিধা কাটিয়ে স্তন ক্যান্সার জয়ের গল্প   via @YouTube,,1,,
IRRELEVANT,পৃথিবীতে সব থেকে কুখ্যাত ভিলেন বলে যদি কিছু থাকে তা নাম হচ্ছে 'সময়'। সময়ের আগে রাজশাহীর আমও পাকে না। সময়ের সাথে ডিপ্রেশন নামক ক্যান্সার আকড়ে ধরছে সকলকে। আমাকেও বাদ দেয়নি।,,1,,
REAL,অন্ত্র ও মলাশয়ে ক্যান্সার  ,,1,,
SATIRE,"-কি করেন?
-সিগারেট খাই,
-আপনি এটা বাদ দিতে পারেন না?
-কমিয়ে দিয়েছি আর ছেড়ে দিবো ইনশাআল্লাহ যখন ক্যান্সার হবে।
Smoking injurious to health ",,1,,
IRRELEVANT,"আওমিলিগের উন্নতম ক্যান্সার হচ্ছে 
#শিবির-",,1,,
REAL,ক্যান্সার প্রতিরোধ করবে যেসব খাবার,,1,,
INFO,ক্যান্সার আক্রান্ত উখিয়ার হতদরিদ্র রশিদ আহমদকে বাঁচাতে এগিয়ে আসুন  ,,1,,
INFO,"দেশের সব থেকে বড় ক্যান্সার হাসপাতাল, ১০ টাকায় হয় চিকিৎসা, জেনে নিন সমস্ত কিছু - National Cancer Institute Fee Only 10 Rupees N  ",,1,,
INFO,"মানবিক সাহায্যে এগিয়ে আসুন।

মাহবুবুল করিম (৩৮) পিতা মরহুম আনোয়ার 
আইনজীবি সহকারি মাহবুবুল করিম বিগত ৭ মাস ধরে ফুসফুসে ক্যান্সার রোগে আক্রান্ত হয়েছেন। ঢাকা মেডিকেল কলেজ হাসপাতালের বিশেষজ্ঞ চিকিৎসক ডাঃ স্বপন কুমার বন্দুপধ্যায়ের তত্তাবধানে ফুসফুসের অপারেশন করা হয়েছে। ",,1,,
FAKE,কোলগেট টুথপেস্ট ব্যবহারে হতে পারে ক্যান্সার !  ,,1,,
INFO,ক্যান্সার জয় করে মাঠে রুবেল  ,,1,,
SATIRE,দেশটার ক্যান্সার হইছে,,1,,
REAL,ব্রা অপরিধান দিবস টি হচ্ছে মূলত স্তন ক্যান্সার প্রতিরোধী সচেতনতা প্রচারের লক্ষ্য।,,1,,
